76269,Uuid~RfcEmisor~NombreEmisor~RfcRecep,0
77117,836E027F-356A-48F9-8A4D-D90D4050CCCF,0
77324,51A38145-AD04-49FB-A19A-F3BB735A4D31,0
77325,CD7C08BD-60CE-4583-864E-1C5EB104A4CE,0
77326,553C603A-749B-426C-9331-1D23B44A4B7D,0
77327,97688B10-4AEB-4A6A-92FB-6EDEEDDDF6FC,0
77328,48D69FCE-8440-4519-B8FC-E310738716E4,0
77329,0E437B25-5BE0-4D2A-BA66-C84A0ED1FE48,0
77330,1D8C6118-20E6-43F4-A981-FC64E1EF0341,0
77331,C01B681D-30DA-4C61-8CF7-1114222B72EE,0
77332,3CE73D8B-03D8-4E04-8D1A-242802DEE142,0
77333,72216DDF-870A-4FB0-A226-D852883499DA,0
77334,53743388-D68A-494A-AD2D-77B1444B7EF8,0
77335,1D9A333B-93CC-4CCB-8A03-3412ED62021F,0
77336,7D603566-2F8C-4F9C-80B6-6ADAD918141C,0
77337,884F89CC-BAEA-45C1-919B-95EE2DB4ACED,0
77338,B54D42BC-C3E0-4183-BA50-18E7D83E7899,0
77339,BA19B5E8-2036-4A79-9BA5-CE09A99A79F8,0
77340,8B7A2F6E-6323-4F51-A9DA-D65C7A1C550B,0
77341,EBAF2B92-3890-49C7-8FC5-81DA01938960,0
77342,058DB07F-E5BA-461E-B9AA-53EC47B3284C,0
77343,12F2FD58-56A9-4180-9B1D-975E0B9E4AC7,0
77344,8E0172F4-597E-4276-AF02-7AB2CD154180,0
77345,6B6FAB67-1C79-46E4-9858-DE6B80C1BF18,0
77346,F79C05C3-1D78-4ADD-B40A-3335B15159C3,0
77347,AF1EA27F-AB05-487F-9B5A-2572A0C00252,0
77348,F98AD2F7-CDF3-4F29-BFDA-DE19B179B544,0
77349,F7E65A4F-BDD7-4DE6-ADB0-64F43035570C,0
77350,2A81103C-2B3F-4BEC-8B91-CDBAFBD1BB2F,0
77351,B278F2C4-4BF4-4E7D-80F1-CFB02C0DFA8A,0
77352,B8B18DAB-093F-404C-A153-EE0C92D09D03,0
77353,7E106082-9D48-4418-B174-0035F5313D67,0
77354,D3ADCF92-C34A-4877-B6C2-6C7B56AD39EA,0
77355,27F22B90-5679-4953-A3E7-B14016AC58B1,0
77356,EE334D6C-CA98-44A2-B3EC-4BF0084926F2,0
77357,564FEC32-AE80-4410-B499-DAC7D501D126,0
77358,B223EEAE-5000-48EC-8510-F2180831D355,0
77359,94163860-5C19-461D-9179-0A175CB7D2C2,0
77360,B40AD8D1-5650-4397-B7A0-D6195A22314D,0
77361,ED066D3D-F4ED-4943-9AB8-087692247D27,0
77362,5CE2C2B7-8F3C-4F38-90F4-6C4DF96F0821,0
77363,DE747EAD-E26E-4DD0-A6B0-521769B4270F,0
77364,816375E7-B31A-49C8-9948-0C4B9257C868,0
77365,C04E58AF-070A-4419-9245-2A7E849549CD,0
77366,CF784943-3242-4A0B-9EA6-A56C8817291B,0
77367,E1A0CB92-23BF-4F4E-8DCD-E31B7FEFECC5,0
77368,F1F3E1CB-3311-4633-8D61-45DC3529DB45,0
77369,694C75C7-3C8F-4586-A617-1CF000964007,0
77370,B94D3B59-840C-430B-9745-0627F70982CE,0
77371,25E4DE87-8E57-463E-AB71-4DDDB5CDA4A7,0
77372,C8F41969-C8F3-4E86-8036-103CCB8D1CF7,0
77373,46560CB5-0AEA-4BF0-97C4-D450DDED3A4A,0
77374,E6031BF8-67D2-4E51-94B8-596734288BAA,0
77514,43772596-7109-4F69-BB9D-90797BEBCB2F,0
77515,4B082089-E62C-47DF-9AB7-EB3DDE6425A4,0
77516,4C150F18-3356-4D79-8878-6B4DD1BA597A,0
77766,E8EC03B5-BF69-4351-8F25-40E6AE310830,0
